candidate_rank,frame_index,folder_name,timestamp,oe,le,total_occ,total_le,fop,flp,v2x_gen_score
826,2620,trans_M3,001260,1,1,1,1,0.6482,0.5907801834363882,0.6482
827,1333,trans_M2,000671,5,1,18,1,0.6447790800000001,1.0337452751869547,0.6447790800000001
828,992,trans_M1,001984,2,2,8,4,0.6423667200000001,0.7478804298952417,0.6423667200000001
829,1345,trans_M2,000694,5,1,18,1,0.6418220800000001,0.9116660604327343,0.6418220800000001
830,874,trans_M1,001745,2,2,8,4,0.64069932,0.7491622672267301,0.64069932
831,2945,trans_M3,001909,2,1,9,4,0.64020052,0.5520622455994753,0.64020052
832,430,trans_M1,000859,2,2,4,5,0.63987452,0.7390360245452553,0.63987452
833,1320,trans_M2,000656,6,0,19,0,0.63792996,0.8248352460446151,0.63792996
834,509,trans_M1,001015,1,2,7,16,0.6376,0.917759455156116,0.6376
835,1737,trans_M2,001476,2,0,2,15,0.637,0.20621871072799763,0.637
836,627,trans_M1,001259,1,1,1,1,0.6357999999999999,0.5916672084179033,0.6357999999999999
837,2985,trans_M3,001991,2,3,8,5,0.6356472,1.01390193727903,0.6356472
838,2727,trans_M3,001469,1,2,2,13,0.6352458,1.1161753877563085,0.6352458
839,1685,trans_M2,001373,1,0,6,1,0.63490624,0.2479640546643127,0.63490624
840,348,trans_M1,000689,6,0,19,1,0.6346995200000001,0.8281974778454814,0.6346995200000001
841,1713,trans_M2,001423,3,0,6,15,0.6342584,0.9198972577485544,0.6342584
842,346,trans_M1,000687,4,0,16,2,0.6342318,0.828429210154569,0.6342318
843,425,trans_M1,000851,3,1,7,4,0.6336034800000001,0.6115344998356691,0.6336034800000001
844,446,trans_M1,000887,1,0,2,2,0.633,0.14434999442603055,0.633
845,736,trans_M1,001469,1,2,2,13,0.63157908,1.3085418415887595,0.63157908
846,756,trans_M1,001504,1,1,2,14,0.631,0.8870892541848203,0.631
847,952,trans_M1,001906,2,2,11,4,0.6290154800000001,0.7495869101694977,0.6290154800000001
848,334,trans_M1,000666,6,0,18,0,0.62872632,1.0513448808926233,0.62872632
849,2984,trans_M3,001989,2,1,8,3,0.628606,0.5487984270477826,0.628606
850,1987,trans_M2,001982,2,1,9,4,0.62809088,0.5507687740118988,0.62809088
851,954,trans_M1,001909,2,1,9,4,0.62804064,0.5520622455994753,0.62804064
852,358,trans_M1,000720,5,0,17,2,0.6280186,0.8317554538268317,0.6280186
853,354,trans_M1,000710,4,0,16,0,0.62624124,0.8313666579307498,0.62624124
854,1368,trans_M2,000745,4,3,15,3,0.6261384,1.5209339133849755,0.6261384
855,2314,trans_M3,000652,4,0,16,0,0.62534336,0.7888650261735903,0.62534336
856,1916,trans_M2,001838,2,1,9,4,0.6251812400000001,0.5690759741353997,0.6251812400000001
857,1313,trans_M2,000642,6,0,17,0,0.62468012,0.7931989201682967,0.62468012
858,2911,trans_M3,001838,2,1,11,4,0.6244522800000001,0.549895128821452,0.6244522800000001
859,1855,trans_M2,001708,2,2,8,4,0.6237982400000001,0.6703862746792341,0.6237982400000001
860,2941,trans_M3,001901,2,2,8,4,0.6214964000000001,0.74959297020264,0.6214964000000001
861,963,trans_M1,001928,2,2,8,4,0.62147244,0.7493254744896279,0.62147244
862,2794,trans_M3,001600,1,1,3,14,0.6205593600000001,0.6838950057823211,0.6205593600000001
863,1954,trans_M2,001918,2,0,9,4,0.61951244,0.352362846694288,0.61951244
864,1982,trans_M2,001975,2,1,6,4,0.6190466800000001,0.5508773929263149,0.6190466800000001
865,991,trans_M1,001982,2,1,8,5,0.6184938400000001,0.5507687740118988,0.6184938400000001
866,1241,trans_M2,000495,2,1,6,11,0.6183137200000001,0.443777000485701,0.6183137200000001
867,1393,trans_M2,000802,4,0,13,5,0.6174000000000001,0.9304105503899892,0.6174000000000001
868,1627,trans_M2,001264,1,1,1,1,0.6166,0.7513921926844531,0.6166
869,2971,trans_M3,001966,2,1,7,4,0.6165858399999999,0.5514109546621752,0.6165858399999999
870,1913,trans_M2,001832,2,0,9,4,0.6163520800000001,0.35242802222673264,0.6163520800000001
871,1956,trans_M2,001921,2,2,9,4,0.61621888,0.7493577392193753,0.61621888
872,1342,trans_M2,000687,5,0,16,2,0.61448316,0.8284292101545694,0.61448316
873,2982,trans_M3,001982,2,1,8,4,0.6115556,0.5507687740118967,0.6115556
874,2704,trans_M3,001416,4,1,12,15,0.6109586,1.2042696856116235,0.6109586
875,1802,trans_M2,001607,2,2,3,15,0.6108,1.0097063567237612,0.6108
876,1310,trans_M2,000635,5,0,18,0,0.6094843999999999,0.7175354073578315,0.6094843999999999
877,2511,trans_M3,001034,2,0,10,9,0.6093999999999999,0.6879495567075671,0.6093999999999999
878,1308,trans_M2,000633,5,0,20,0,0.60931428,0.7219473112377083,0.60931428
879,729,trans_M1,001454,3,0,10,14,0.6085767999999999,0.38818881030814123,0.6085767999999999
880,2744,trans_M3,001499,1,0,2,14,0.6068775999999999,0.2052489714310214,0.6068775999999999
881,2292,trans_M3,000607,2,0,15,0,0.6063854399999999,0.3160245811065712,0.6063854399999999
882,937,trans_M1,001875,2,1,7,3,0.6042164400000001,0.5521411165661159,0.6042164400000001
883,1870,trans_M2,001745,2,2,9,4,0.6034173599999999,0.7491622672267301,0.6034173599999999
884,2357,trans_M3,000729,6,0,17,0,0.60231516,1.0295369494637068,0.60231516
885,1350,trans_M2,000710,5,0,16,1,0.6009734800000001,0.8313666579307498,0.6009734800000001
886,1980,trans_M2,001972,2,1,7,5,0.60023384,0.5488504640050075,0.60023384
887,2680,trans_M3,001373,1,0,6,1,0.599424,0.2479640546643127,0.599424
888,1319,trans_M2,000654,6,0,18,0,0.59810096,0.8252854312802248,0.59810096
889,1226,trans_M2,000475,4,1,10,6,0.5961462399999999,0.9841298101259377,0.5961462399999999
890,1332,trans_M2,000670,6,0,19,0,0.59582696,0.7954189085440349,0.59582696
891,1229,trans_M2,000479,2,0,11,5,0.5956,0.36580158933471524,0.5956
892,2232,trans_M3,000489,3,3,10,6,0.59291364,0.9390458938641001,0.59291364
893,1632,trans_M2,001273,1,0,2,0,0.5922057199999999,0.035675980286102374,0.5922057199999999
894,2211,trans_M3,000450,4,1,7,3,0.5914574,0.8888085110822888,0.5914574
895,340,trans_M1,000677,5,0,17,0,0.59054416,0.8341436662140483,0.59054416
896,426,trans_M1,000852,1,1,5,3,0.58758516,0.5098042776493549,0.58758516
