candidate_rank,frame_index,folder_name,timestamp,oe,le,total_occ,total_le,fop,flp,v2x_gen_score
732,2478,trans_M3,000965,1,5,4,7,0.1406,1.3561554987730151,0.7483777493865076
733,2396,trans_M3,000814,1,2,13,6,0.4226,1.0722019564929266,0.7474009782464632
734,1367,trans_M2,000744,2,0,15,2,0.4877216,1.007065042886098,0.747393321443049
735,827,trans_M1,001644,2,1,9,6,1.0482656799999999,0.4465030899465198,0.7473843849732599
736,1943,trans_M2,001896,2,1,7,4,0.94262428,0.552050693365411,0.7473374866827055
737,1349,trans_M2,000708,5,0,19,0,0.6633110799999999,0.830922053796343,0.7471165668981714
738,1337,trans_M2,000680,4,0,14,0,1.00711956,0.4856938379031326,0.7464066989515663
739,397,trans_M1,000802,4,0,13,4,0.5621999999999999,0.9304105503899892,0.7463052751949946
740,2348,trans_M3,000715,5,0,18,0,0.723396,0.7689966779778226,0.7461963389889112
741,1237,trans_M2,000490,4,2,8,7,0.49193823999999997,1.000037373892743,0.7459878069463715
742,526,trans_M1,001057,0,5,4,12,0.0,1.4901340057132042,0.7450670028566021
743,1522,trans_M2,001057,0,5,4,11,0.0,1.4901340057132042,0.7450670028566021
744,2518,trans_M3,001057,0,5,5,12,0.0,1.4901340057132042,0.7450670028566021
